Probe,Female CBZ C1,Female CBZ C2,Female CBZ C3,Female CBZ L1,Female CBZ L2,Female CBZ  L3,Female CBZ H1,Female CBZ H2,Female CBZ H3
A_15_P131046,0,0,0,1,1,1,1,1,1
A_15_P131051,0,0,0,1,1,1,1,1,1
A_15_P131056,0,0,0,1,1,1,1,1,1
A_15_P131061,0,0,0,1,1,1,1,1,1
A_15_P131066,0,0,0,1,1,1,1,1,1
A_15_P131071,0,0,0,1,1,1,1,1,1
A_15_P131076,0,0,0,1,1,1,1,1,1
A_15_P131101,0,0,0,1,1,1,1,1,1
A_15_P131111,0,0,0,1,1,1,1,1,1
A_15_P131121,0,0,0,1,1,1,1,1,1
A_15_P131126,0,0,0,1,1,1,1,1,1
A_15_P131131,0,0,0,1,1,1,1,1,1
A_15_P131136,0,0,0,1,1,1,1,1,1
A_15_P131141,0,0,0,1,1,1,1,1,1
A_15_P131146,0,0,0,1,1,1,1,1,1
A_15_P131151,0,0,0,1,1,1,1,1,1
A_15_P131156,0,0,0,1,1,1,1,1,1
A_15_P131161,0,0,0,1,1,1,1,1,1
A_15_P131176,0,0,0,1,1,1,1,1,1
A_15_P131181,0,0,0,1,1,1,1,1,1
A_15_P131186,0,0,0,1,1,1,1,1,1
A_15_P131191,0,0,0,1,1,1,1,1,1
A_15_P131196,0,0,0,1,1,1,1,1,1
A_15_P131201,0,0,0,1,1,1,1,1,1
A_15_P131206,0,0,0,1,1,1,1,1,1
A_15_P131211,0,0,0,1,1,1,1,1,1
A_15_P131216,0,0,0,1,1,1,1,1,1
A_15_P131221,0,0,0,1,1,1,1,1,1
A_15_P131226,0,0,0,1,1,1,1,1,1
A_15_P131231,0,0,0,1,1,1,1,1,1
A_15_P131236,0,0,0,1,1,1,1,1,1
A_15_P131241,0,0,0,1,1,1,1,1,1
A_15_P131246,0,0,0,1,1,1,1,1,1
A_15_P131251,0,0,0,1,1,1,1,1,1
A_15_P131256,0,0,0,1,1,1,1,1,1
A_15_P131266,0,0,0,1,1,1,1,1,1
A_15_P131271,0,0,0,1,1,1,1,1,1
A_15_P131276,0,0,0,1,1,1,1,1,1
A_15_P131281,0,0,0,1,1,1,1,1,1
A_15_P131286,0,0,0,1,1,1,1,1,1
A_15_P131291,0,0,0,1,1,1,1,1,1
A_15_P131296,0,0,0,1,1,1,1,1,1
A_15_P131306,0,0,0,1,1,1,1,1,1
A_15_P131311,0,0,0,1,1,1,1,1,1
A_15_P131316,0,0,0,1,1,1,1,1,1
A_15_P131321,0,0,0,1,1,1,1,1,1
A_15_P131326,0,0,0,1,1,1,1,1,1
A_15_P131331,0,0,0,1,1,1,1,1,1
A_15_P131336,0,0,0,1,1,1,1,1,1
A_15_P131341,0,0,0,1,1,1,1,1,1
A_15_P131346,0,0,0,1,1,1,1,1,1
A_15_P131351,0,0,0,1,1,1,1,1,1
A_15_P131356,0,0,0,1,1,1,1,1,1
A_15_P131361,0,0,0,1,1,1,1,1,1
A_15_P131366,0,0,0,1,1,1,1,1,1
A_15_P131371,0,0,0,1,1,1,1,1,1
A_15_P131381,0,0,0,1,1,1,1,1,1
A_15_P131386,0,0,0,1,1,1,1,1,1
A_15_P131401,0,0,0,1,1,1,1,1,1
A_15_P131406,0,0,0,1,1,1,1,1,1
A_15_P131411,0,0,0,1,1,1,1,1,1
A_15_P131416,0,0,0,1,1,1,1,1,1
A_15_P131421,0,0,0,1,1,1,1,1,1
A_15_P131426,0,0,0,1,1,1,1,1,1
A_15_P131431,0,0,0,1,1,1,1,1,1
A_15_P131436,0,0,0,1,1,1,1,1,1
A_15_P131441,0,0,0,1,1,1,1,1,1
A_15_P131446,0,0,0,1,1,1,1,1,1
A_15_P131451,0,0,0,1,1,1,1,1,1
A_15_P131461,0,0,0,1,1,1,1,1,1
A_15_P131466,0,0,0,1,1,1,1,1,1
A_15_P131471,0,0,0,1,1,1,1,1,1
A_15_P131476,0,0,0,1,1,1,1,1,1
A_15_P131481,0,0,0,1,1,1,1,1,1
A_15_P131486,0,0,0,1,1,1,1,1,1
A_15_P131491,0,0,0,1,1,1,1,1,1
A_15_P131496,0,0,0,1,1,1,1,1,1
A_15_P131501,0,0,0,1,1,1,1,1,1
A_15_P131506,0,0,0,1,1,1,1,1,1
A_15_P131511,0,0,0,1,1,1,1,1,1
A_15_P131516,0,0,0,1,1,1,1,1,1
A_15_P131521,0,0,0,1,1,1,1,1,1
A_15_P131531,0,0,0,1,1,1,1,1,1
A_15_P131536,0,0,0,1,1,1,1,1,1
A_15_P131541,0,0,0,1,1,1,1,1,1
A_15_P131546,0,0,0,1,1,1,1,1,1
A_15_P131556,0,0,0,1,1,1,1,1,1
A_15_P131561,0,0,0,1,1,1,1,1,1
A_15_P131566,0,0,0,1,1,1,1,1,1
A_15_P131576,0,0,0,1,1,1,1,1,1
A_15_P131581,0,0,0,1,1,1,1,1,1
A_15_P131586,0,0,0,1,1,1,1,1,1
A_15_P131596,0,0,0,1,1,1,1,1,1
A_15_P131601,0,0,0,1,1,1,1,1,1
A_15_P131611,0,0,0,1,1,1,1,1,1
A_15_P131616,0,0,0,1,1,1,1,1,1
A_15_P131621,0,0,0,1,1,1,1,1,1
A_15_P131631,0,0,0,1,1,1,1,1,1
A_15_P131636,0,0,0,1,1,1,1,1,1
A_15_P131641,0,0,0,1,1,1,1,1,1
A_15_P131649,0,0,0,1,1,1,1,1,1
A_15_P131651,0,0,0,1,1,1,1,1,1
A_15_P131656,0,0,0,1,1,1,1,1,1
A_15_P131661,0,0,0,1,1,1,1,1,1
A_15_P131666,0,0,0,1,1,1,1,1,1
A_15_P131676,0,0,0,1,1,1,1,1,1
A_15_P131681,0,0,0,1,1,1,1,1,1
A_15_P131686,0,0,0,1,1,1,1,1,1
A_15_P131691,0,0,0,1,1,1,1,1,1
A_15_P131701,0,0,0,1,1,1,1,1,1
A_15_P131706,0,0,0,1,1,1,1,1,1
A_15_P131711,0,0,0,1,1,1,1,1,1
A_15_P131716,0,0,0,1,1,1,1,1,1
A_15_P131723,0,0,0,1,1,1,1,1,1
A_15_P131741,0,0,0,1,1,1,1,1,1
A_15_P131747,0,0,0,1,1,1,1,1,1
A_15_P131751,0,0,0,1,1,1,1,1,1
A_15_P131761,0,0,0,1,1,1,1,1,1
A_15_P131771,0,0,0,1,1,1,1,1,1
A_15_P131781,0,0,0,1,1,1,1,1,1
A_15_P131791,0,0,0,1,1,1,1,1,1
A_15_P131796,0,0,0,1,1,1,1,1,1
A_15_P131811,0,0,0,1,1,1,1,1,1
A_15_P131816,0,0,0,1,1,1,1,1,1
A_15_P131831,0,0,0,1,1,1,1,1,1
A_15_P131836,0,0,0,1,1,1,1,1,1
A_15_P131851,0,0,0,1,1,1,1,1,1
A_15_P131861,0,0,0,1,1,1,1,1,1
A_15_P131866,0,0,0,1,1,1,1,1,1
A_15_P131876,0,0,0,1,1,1,1,1,1
A_15_P131886,0,0,0,1,1,1,1,1,1
A_15_P131896,0,0,0,1,1,1,1,1,1
A_15_P131901,0,0,0,1,1,1,1,1,1
A_15_P131906,0,0,0,1,1,1,1,1,1
A_15_P131916,0,0,0,1,1,1,1,1,1
A_15_P131921,0,0,0,1,1,1,1,1,1
A_15_P131926,0,0,0,1,1,1,1,1,1
A_15_P131941,0,0,0,1,1,1,1,1,1
A_15_P131946,0,0,0,1,1,1,1,1,1
A_15_P131956,0,0,0,1,1,1,1,1,1
A_15_P131961,0,0,0,1,1,1,1,1,1
A_15_P131966,0,0,0,1,1,1,1,1,1
A_15_P131976,0,0,0,1,1,1,1,1,1
A_15_P131986,0,0,0,1,1,1,1,1,1
A_15_P131991,0,0,0,1,1,1,1,1,1
A_15_P132001,0,0,0,1,1,1,1,1,1
A_15_P132006,0,0,0,1,1,1,1,1,1
A_15_P132031,0,0,0,1,1,1,1,1,1
A_15_P132036,0,0,0,1,1,1,1,1,1
A_15_P132041,0,0,0,1,1,1,1,1,1
A_15_P132046,0,0,0,1,1,1,1,1,1
A_15_P132051,0,0,0,1,1,1,1,1,1
A_15_P132063,0,0,0,1,1,1,1,1,1
A_15_P132071,0,0,0,1,1,1,1,1,1
A_15_P132081,0,0,0,1,1,1,1,1,1
A_15_P132106,0,0,0,1,1,1,1,1,1
A_15_P132116,0,0,0,1,1,1,1,1,1
A_15_P132121,0,0,0,1,1,1,1,1,1
A_15_P132126,0,0,0,1,1,1,1,1,1
A_15_P132131,0,0,0,1,1,1,1,1,1
A_15_P132136,0,0,0,1,1,1,1,1,1
A_15_P132146,0,0,0,1,1,1,1,1,1
A_15_P132151,0,0,0,1,1,1,1,1,1
A_15_P132156,0,0,0,1,1,1,1,1,1
A_15_P132161,0,0,0,1,1,1,1,1,1
A_15_P132166,0,0,0,1,1,1,1,1,1
A_15_P132176,0,0,0,1,1,1,1,1,1
A_15_P132206,0,0,0,1,1,1,1,1,1
A_15_P132226,0,0,0,1,1,1,1,1,1
A_15_P132241,0,0,0,1,1,1,1,1,1
A_15_P132246,0,0,0,1,1,1,1,1,1
A_15_P132253,0,0,0,1,1,1,1,1,1
A_15_P132261,0,0,0,1,1,1,1,1,1
A_15_P132271,0,0,0,1,1,1,1,1,1
A_15_P132276,0,0,0,1,1,1,1,1,1
A_15_P132281,0,0,0,1,1,1,1,1,1
A_15_P132286,0,0,0,1,1,1,1,1,1
A_15_P132291,0,0,0,1,1,1,1,1,1
A_15_P132296,0,0,0,1,1,1,1,1,1
A_15_P132306,0,0,0,1,1,1,1,1,1
A_15_P132311,0,0,0,1,1,1,1,1,1
A_15_P132321,0,0,0,1,1,1,1,1,1
A_15_P132326,0,0,0,1,1,1,1,1,1
A_15_P132341,0,0,0,1,1,1,1,1,1
A_15_P132346,0,0,0,1,1,1,1,1,1
A_15_P132351,0,0,0,1,1,1,1,1,1
A_15_P132356,0,0,0,1,1,1,1,1,1
A_15_P132361,0,0,0,1,1,1,1,1,1
A_15_P132366,0,0,0,1,1,1,1,1,1
A_15_P132376,0,0,0,1,1,1,1,1,1
A_15_P132386,0,0,0,1,1,1,1,1,1
A_15_P132396,0,0,0,1,1,1,1,1,1
A_15_P132401,0,0,0,1,1,1,1,1,1
A_15_P132406,0,0,0,1,1,1,1,1,1
A_15_P132411,0,0,0,1,1,1,1,1,1
A_15_P132426,0,0,0,1,1,1,1,1,1
A_15_P132431,0,0,0,1,1,1,1,1,1
A_15_P132441,0,0,0,1,1,1,1,1,1
A_15_P132449,0,0,0,1,1,1,1,1,1
A_15_P132451,0,0,0,1,1,1,1,1,1
A_15_P132456,0,0,0,1,1,1,1,1,1
A_15_P132461,0,0,0,1,1,1,1,1,1
A_15_P132466,0,0,0,1,1,1,1,1,1
A_15_P132471,0,0,0,1,1,1,1,1,1
A_15_P132476,0,0,0,1,1,1,1,1,1
A_15_P132486,0,0,0,1,1,1,1,1,1
A_15_P132491,0,0,0,1,1,1,1,1,1
A_15_P132496,0,0,0,1,1,1,1,1,1
A_15_P132501,0,0,0,1,1,1,1,1,1
A_15_P132506,0,0,0,1,1,1,1,1,1
A_15_P132511,0,0,0,1,1,1,1,1,1
A_15_P132516,0,0,0,1,1,1,1,1,1
A_15_P132526,0,0,0,1,1,1,1,1,1
A_15_P132536,0,0,0,1,1,1,1,1,1
A_15_P132541,0,0,0,1,1,1,1,1,1
A_15_P132546,0,0,0,1,1,1,1,1,1
A_15_P132551,0,0,0,1,1,1,1,1,1
A_15_P132561,0,0,0,1,1,1,1,1,1
A_15_P132566,0,0,0,1,1,1,1,1,1
A_15_P132571,0,0,0,1,1,1,1,1,1
A_15_P132576,0,0,0,1,1,1,1,1,1
A_15_P132581,0,0,0,1,1,1,1,1,1
A_15_P132586,0,0,0,1,1,1,1,1,1
A_15_P132596,0,0,0,1,1,1,1,1,1
A_15_P132601,0,0,0,1,1,1,1,1,1
A_15_P132606,0,0,0,1,1,1,1,1,1
A_15_P132611,0,0,0,1,1,1,1,1,1
A_15_P132616,0,0,0,1,1,1,1,1,1
A_15_P132626,0,0,0,1,1,1,1,1,1
A_15_P132631,0,0,0,1,1,1,1,1,1
A_15_P132641,0,0,0,1,1,1,1,1,1
A_15_P132646,0,0,0,1,1,1,1,1,1
A_15_P132651,0,0,0,1,1,1,1,1,1
A_15_P132661,0,0,0,1,1,1,1,1,1
A_15_P132666,0,0,0,1,1,1,1,1,1
A_15_P132671,0,0,0,1,1,1,1,1,1
A_15_P132676,0,0,0,1,1,1,1,1,1
A_15_P132681,0,0,0,1,1,1,1,1,1
A_15_P132691,0,0,0,1,1,1,1,1,1
A_15_P132696,0,0,0,1,1,1,1,1,1
A_15_P132701,0,0,0,1,1,1,1,1,1
A_15_P132706,0,0,0,1,1,1,1,1,1
A_15_P132711,0,0,0,1,1,1,1,1,1
A_15_P132726,0,0,0,1,1,1,1,1,1
A_15_P132736,0,0,0,1,1,1,1,1,1
A_15_P132741,0,0,0,1,1,1,1,1,1
A_15_P132746,0,0,0,1,1,1,1,1,1
A_15_P132756,0,0,0,1,1,1,1,1,1
A_15_P132766,0,0,0,1,1,1,1,1,1
A_15_P132771,0,0,0,1,1,1,1,1,1
A_15_P132776,0,0,0,1,1,1,1,1,1
A_15_P132781,0,0,0,1,1,1,1,1,1
A_15_P132786,0,0,0,1,1,1,1,1,1
A_15_P132791,0,0,0,1,1,1,1,1,1
A_15_P132796,0,0,0,1,1,1,1,1,1
A_15_P132801,0,0,0,1,1,1,1,1,1
A_15_P132806,0,0,0,1,1,1,1,1,1
A_15_P132811,0,0,0,1,1,1,1,1,1
A_15_P132816,0,0,0,1,1,1,1,1,1
A_15_P132821,0,0,0,1,1,1,1,1,1
A_15_P132826,0,0,0,1,1,1,1,1,1
A_15_P132831,0,0,0,1,1,1,1,1,1
A_15_P132841,0,0,0,1,1,1,1,1,1
A_15_P132846,0,0,0,1,1,1,1,1,1
A_15_P132851,0,0,0,1,1,1,1,1,1
A_15_P132856,0,0,0,1,1,1,1,1,1
A_15_P132866,0,0,0,1,1,1,1,1,1
A_15_P132871,0,0,0,1,1,1,1,1,1
A_15_P132876,0,0,0,1,1,1,1,1,1
A_15_P132881,0,0,0,1,1,1,1,1,1
A_15_P132896,0,0,0,1,1,1,1,1,1
A_15_P132901,0,0,0,1,1,1,1,1,1
A_15_P132906,0,0,0,1,1,1,1,1,1
A_15_P132916,0,0,0,1,1,1,1,1,1
A_15_P132921,0,0,0,1,1,1,1,1,1
A_15_P132926,0,0,0,1,1,1,1,1,1
A_15_P132931,0,0,0,1,1,1,1,1,1
A_15_P132936,0,0,0,1,1,1,1,1,1
A_15_P132941,0,0,0,1,1,1,1,1,1
A_15_P132959,0,0,0,1,1,1,1,1,1
A_15_P132961,0,0,0,1,1,1,1,1,1
A_15_P132971,0,0,0,1,1,1,1,1,1
A_15_P132976,0,0,0,1,1,1,1,1,1
A_15_P132996,0,0,0,1,1,1,1,1,1
A_15_P133001,0,0,0,1,1,1,1,1,1
A_15_P133016,0,0,0,1,1,1,1,1,1
A_15_P133021,0,0,0,1,1,1,1,1,1
A_15_P133076,0,0,0,1,1,1,1,1,1
A_15_P133101,0,0,0,1,1,1,1,1,1
A_15_P133107,0,0,0,1,1,1,1,1,1
A_15_P133111,0,0,0,1,1,1,1,1,1
A_15_P133141,0,0,0,1,1,1,1,1,1
A_15_P133209,0,0,0,1,1,1,1,1,1
A_15_P133211,0,0,0,1,1,1,1,1,1
A_15_P133221,0,0,0,1,1,1,1,1,1
A_15_P133226,0,0,0,1,1,1,1,1,1
A_15_P133251,0,0,0,1,1,1,1,1,1
A_15_P133261,0,0,0,1,1,1,1,1,1
A_15_P133266,0,0,0,1,1,1,1,1,1
A_15_P133271,0,0,0,1,1,1,1,1,1
A_15_P133276,0,0,0,1,1,1,1,1,1
A_15_P133286,0,0,0,1,1,1,1,1,1
A_15_P133296,0,0,0,1,1,1,1,1,1
A_15_P133306,0,0,0,1,1,1,1,1,1
A_15_P133326,0,0,0,1,1,1,1,1,1
A_15_P133331,0,0,0,1,1,1,1,1,1
A_15_P133336,0,0,0,1,1,1,1,1,1
A_15_P133346,0,0,0,1,1,1,1,1,1
A_15_P133351,0,0,0,1,1,1,1,1,1
A_15_P133361,0,0,0,1,1,1,1,1,1
A_15_P133376,0,0,0,1,1,1,1,1,1
A_15_P133386,0,0,0,1,1,1,1,1,1
A_15_P133391,0,0,0,1,1,1,1,1,1
A_15_P133396,0,0,0,1,1,1,1,1,1
A_15_P133406,0,0,0,1,1,1,1,1,1
A_15_P133416,0,0,0,1,1,1,1,1,1
A_15_P133426,0,0,0,1,1,1,1,1,1
A_15_P133431,0,0,0,1,1,1,1,1,1
A_15_P133436,0,0,0,1,1,1,1,1,1
A_15_P133441,0,0,0,1,1,1,1,1,1
A_15_P133446,0,0,0,1,1,1,1,1,1
A_15_P133451,0,0,0,1,1,1,1,1,1
A_15_P133456,0,0,0,1,1,1,1,1,1
A_15_P133466,0,0,0,1,1,1,1,1,1
A_15_P133471,0,0,0,1,1,1,1,1,1
A_15_P133496,0,0,0,1,1,1,1,1,1
A_15_P133501,0,0,0,1,1,1,1,1,1
A_15_P133509,0,0,0,1,1,1,1,1,1
A_15_P133511,0,0,0,1,1,1,1,1,1
A_15_P133521,0,0,0,1,1,1,1,1,1
A_15_P133526,0,0,0,1,1,1,1,1,1
A_15_P133541,0,0,0,1,1,1,1,1,1
A_15_P133546,0,0,0,1,1,1,1,1,1
A_15_P133551,0,0,0,1,1,1,1,1,1
A_15_P133566,0,0,0,1,1,1,1,1,1
A_15_P133571,0,0,0,1,1,1,1,1,1
A_15_P133576,0,0,0,1,1,1,1,1,1
A_15_P133581,0,0,0,1,1,1,1,1,1
A_15_P133596,0,0,0,1,1,1,1,1,1
A_15_P133601,0,0,0,1,1,1,1,1,1
A_15_P133611,0,0,0,1,1,1,1,1,1
A_15_P133621,0,0,0,1,1,1,1,1,1
A_15_P133626,0,0,0,1,1,1,1,1,1
A_15_P133631,0,0,0,1,1,1,1,1,1
A_15_P133636,0,0,0,1,1,1,1,1,1
A_15_P133646,0,0,0,1,1,1,1,1,1
A_15_P133651,0,0,0,1,1,1,1,1,1
A_15_P133656,0,0,0,1,1,1,1,1,1
A_15_P133666,0,0,0,1,1,1,1,1,1
A_15_P133671,0,0,0,1,1,1,1,1,1
A_15_P133676,0,0,0,1,1,1,1,1,1
A_15_P133681,0,0,0,1,1,1,1,1,1
A_15_P133691,0,0,0,1,1,1,1,1,1
A_15_P133702,0,0,0,1,1,1,1,1,1
A_15_P133706,0,0,0,1,1,1,1,1,1
A_15_P133721,0,0,0,1,1,1,1,1,1
A_15_P133731,0,0,0,1,1,1,1,1,1
A_15_P133736,0,0,0,1,1,1,1,1,1
A_15_P133741,0,0,0,1,1,1,1,1,1
A_15_P133746,0,0,0,1,1,1,1,1,1
A_15_P133751,0,0,0,1,1,1,1,1,1
A_15_P133766,0,0,0,1,1,1,1,1,1
A_15_P133776,0,0,0,1,1,1,1,1,1
A_15_P133781,0,0,0,1,1,1,1,1,1
A_15_P133786,0,0,0,1,1,1,1,1,1
A_15_P133791,0,0,0,1,1,1,1,1,1
A_15_P133796,0,0,0,1,1,1,1,1,1
A_15_P133802,0,0,0,1,1,1,1,1,1
A_15_P133806,0,0,0,1,1,1,1,1,1
A_15_P133816,0,0,0,1,1,1,1,1,1
A_15_P133821,0,0,0,1,1,1,1,1,1
A_15_P133831,0,0,0,1,1,1,1,1,1
A_15_P133836,0,0,0,1,1,1,1,1,1
A_15_P133851,0,0,0,1,1,1,1,1,1
A_15_P133876,0,0,0,1,1,1,1,1,1
A_15_P133891,0,0,0,1,1,1,1,1,1
A_15_P133901,0,0,0,1,1,1,1,1,1
A_15_P133911,0,0,0,1,1,1,1,1,1
A_15_P133918,0,0,0,1,1,1,1,1,1
A_15_P133921,0,0,0,1,1,1,1,1,1
A_15_P133931,0,0,0,1,1,1,1,1,1
A_15_P133936,0,0,0,1,1,1,1,1,1
A_15_P133941,0,0,0,1,1,1,1,1,1
A_15_P133951,0,0,0,1,1,1,1,1,1
A_15_P133966,0,0,0,1,1,1,1,1,1
A_15_P133981,0,0,0,1,1,1,1,1,1
A_15_P133991,0,0,0,1,1,1,1,1,1
A_15_P133996,0,0,0,1,1,1,1,1,1
A_15_P134011,0,0,0,1,1,1,1,1,1
A_15_P134021,0,0,0,1,1,1,1,1,1
A_15_P134026,0,0,0,1,1,1,1,1,1
A_15_P134036,0,0,0,1,1,1,1,1,1
A_15_P134041,0,0,0,1,1,1,1,1,1
A_15_P134046,0,0,0,1,1,1,1,1,1
A_15_P134056,0,0,0,1,1,1,1,1,1
A_15_P134066,0,0,0,1,1,1,1,1,1
A_15_P134071,0,0,0,1,1,1,1,1,1
A_15_P134081,0,0,0,1,1,1,1,1,1
A_15_P134086,0,0,0,1,1,1,1,1,1
A_15_P134096,0,0,0,1,1,1,1,1,1
A_15_P134101,0,0,0,1,1,1,1,1,1
A_15_P134106,0,0,0,1,1,1,1,1,1
A_15_P134111,0,0,0,1,1,1,1,1,1
A_15_P134116,0,0,0,1,1,1,1,1,1
A_15_P134126,0,0,0,1,1,1,1,1,1
A_15_P134131,0,0,0,1,1,1,1,1,1
A_15_P134141,0,0,0,1,1,1,1,1,1
A_15_P134146,0,0,0,1,1,1,1,1,1
A_15_P134151,0,0,0,1,1,1,1,1,1
A_15_P134156,0,0,0,1,1,1,1,1,1
A_15_P134161,0,0,0,1,1,1,1,1,1
A_15_P134166,0,0,0,1,1,1,1,1,1
A_15_P134171,0,0,0,1,1,1,1,1,1
A_15_P134176,0,0,0,1,1,1,1,1,1
A_15_P134181,0,0,0,1,1,1,1,1,1
A_15_P134186,0,0,0,1,1,1,1,1,1
A_15_P134191,0,0,0,1,1,1,1,1,1
A_15_P134201,0,0,0,1,1,1,1,1,1
A_15_P134206,0,0,0,1,1,1,1,1,1
A_15_P134216,0,0,0,1,1,1,1,1,1
A_15_P134221,0,0,0,1,1,1,1,1,1
A_15_P134226,0,0,0,1,1,1,1,1,1
A_15_P134231,0,0,0,1,1,1,1,1,1
A_15_P134236,0,0,0,1,1,1,1,1,1
A_15_P134241,0,0,0,1,1,1,1,1,1
A_15_P134246,0,0,0,1,1,1,1,1,1
A_15_P134251,0,0,0,1,1,1,1,1,1
A_15_P134256,0,0,0,1,1,1,1,1,1
A_15_P134261,0,0,0,1,1,1,1,1,1
A_15_P134266,0,0,0,1,1,1,1,1,1
A_15_P134271,0,0,0,1,1,1,1,1,1
A_15_P134276,0,0,0,1,1,1,1,1,1
A_15_P134281,0,0,0,1,1,1,1,1,1
A_15_P134286,0,0,0,1,1,1,1,1,1
A_15_P134291,0,0,0,1,1,1,1,1,1
A_15_P134301,0,0,0,1,1,1,1,1,1
A_15_P134306,0,0,0,1,1,1,1,1,1
A_15_P134311,0,0,0,1,1,1,1,1,1
A_15_P134316,0,0,0,1,1,1,1,1,1
A_15_P134321,0,0,0,1,1,1,1,1,1
A_15_P134326,0,0,0,1,1,1,1,1,1
A_15_P134336,0,0,0,1,1,1,1,1,1
A_15_P134341,0,0,0,1,1,1,1,1,1
A_15_P134346,0,0,0,1,1,1,1,1,1
A_15_P134366,0,0,0,1,1,1,1,1,1
A_15_P134371,0,0,0,1,1,1,1,1,1
A_15_P134376,0,0,0,1,1,1,1,1,1
A_15_P134381,0,0,0,1,1,1,1,1,1
A_15_P134386,0,0,0,1,1,1,1,1,1
A_15_P134391,0,0,0,1,1,1,1,1,1
A_15_P134401,0,0,0,1,1,1,1,1,1
A_15_P134406,0,0,0,1,1,1,1,1,1
A_15_P134411,0,0,0,1,1,1,1,1,1
A_15_P134416,0,0,0,1,1,1,1,1,1
A_15_P134421,0,0,0,1,1,1,1,1,1
A_15_P134426,0,0,0,1,1,1,1,1,1
A_15_P134436,0,0,0,1,1,1,1,1,1
A_15_P134441,0,0,0,1,1,1,1,1,1
A_15_P134446,0,0,0,1,1,1,1,1,1
A_15_P134451,0,0,0,1,1,1,1,1,1
A_15_P134456,0,0,0,1,1,1,1,1,1
A_15_P134481,0,0,0,1,1,1,1,1,1
A_15_P134486,0,0,0,1,1,1,1,1,1
A_15_P134491,0,0,0,1,1,1,1,1,1
A_15_P134496,0,0,0,1,1,1,1,1,1
A_15_P134501,0,0,0,1,1,1,1,1,1
A_15_P134506,0,0,0,1,1,1,1,1,1
A_15_P134511,0,0,0,1,1,1,1,1,1
A_15_P134516,0,0,0,1,1,1,1,1,1
A_15_P134521,0,0,0,1,1,1,1,1,1
A_15_P134526,0,0,0,1,1,1,1,1,1
A_15_P134531,0,0,0,1,1,1,1,1,1
A_15_P134536,0,0,0,1,1,1,1,1,1
A_15_P134541,0,0,0,1,1,1,1,1,1
A_15_P134546,0,0,0,1,1,1,1,1,1
A_15_P134551,0,0,0,1,1,1,1,1,1
A_15_P134556,0,0,0,1,1,1,1,1,1
A_15_P134566,0,0,0,1,1,1,1,1,1
A_15_P134575,0,0,0,1,1,1,1,1,1
A_15_P134576,0,0,0,1,1,1,1,1,1
A_15_P134581,0,0,0,1,1,1,1,1,1
A_15_P134592,0,0,0,1,1,1,1,1,1
A_15_P134601,0,0,0,1,1,1,1,1,1
A_15_P134606,0,0,0,1,1,1,1,1,1
A_15_P134611,0,0,0,1,1,1,1,1,1
A_15_P134616,0,0,0,1,1,1,1,1,1
A_15_P134631,0,0,0,1,1,1,1,1,1
A_15_P134641,0,0,0,1,1,1,1,1,1
A_15_P134646,0,0,0,1,1,1,1,1,1
A_15_P134654,0,0,0,1,1,1,1,1,1
A_15_P134656,0,0,0,1,1,1,1,1,1
A_15_P134666,0,0,0,1,1,1,1,1,1
A_15_P134671,0,0,0,1,1,1,1,1,1
A_15_P134676,0,0,0,1,1,1,1,1,1
A_15_P134681,0,0,0,1,1,1,1,1,1
A_15_P134686,0,0,0,1,1,1,1,1,1
A_15_P134701,0,0,0,1,1,1,1,1,1
A_15_P134706,0,0,0,1,1,1,1,1,1
A_15_P134711,0,0,0,1,1,1,1,1,1
A_15_P134716,0,0,0,1,1,1,1,1,1
A_15_P134731,0,0,0,1,1,1,1,1,1
A_15_P134746,0,0,0,1,1,1,1,1,1
A_15_P134771,0,0,0,1,1,1,1,1,1
A_15_P134776,0,0,0,1,1,1,1,1,1
A_15_P134781,0,0,0,1,1,1,1,1,1
A_15_P134791,0,0,0,1,1,1,1,1,1
A_15_P134796,0,0,0,1,1,1,1,1,1
A_15_P134804,0,0,0,1,1,1,1,1,1
A_15_P134806,0,0,0,1,1,1,1,1,1
A_15_P134811,0,0,0,1,1,1,1,1,1
A_15_P134816,0,0,0,1,1,1,1,1,1
A_15_P134821,0,0,0,1,1,1,1,1,1
A_15_P134826,0,0,0,1,1,1,1,1,1
A_15_P134831,0,0,0,1,1,1,1,1,1
A_15_P134836,0,0,0,1,1,1,1,1,1
A_15_P134841,0,0,0,1,1,1,1,1,1
A_15_P134846,0,0,0,1,1,1,1,1,1
A_15_P134851,0,0,0,1,1,1,1,1,1
A_15_P134856,0,0,0,1,1,1,1,1,1
A_15_P134866,0,0,0,1,1,1,1,1,1
A_15_P134871,0,0,0,1,1,1,1,1,1
A_15_P134876,0,0,0,1,1,1,1,1,1
A_15_P134886,0,0,0,1,1,1,1,1,1
A_15_P134891,0,0,0,1,1,1,1,1,1
A_15_P134901,0,0,0,1,1,1,1,1,1
A_15_P134906,0,0,0,1,1,1,1,1,1
A_15_P134911,0,0,0,1,1,1,1,1,1
A_15_P134916,0,0,0,1,1,1,1,1,1
A_15_P134926,0,0,0,1,1,1,1,1,1
A_15_P134936,0,0,0,1,1,1,1,1,1
A_15_P134946,0,0,0,1,1,1,1,1,1
A_15_P134951,0,0,0,1,1,1,1,1,1
A_15_P134961,0,0,0,1,1,1,1,1,1
A_15_P134966,0,0,0,1,1,1,1,1,1
A_15_P134971,0,0,0,1,1,1,1,1,1
