Probe,Female CBZ C1,Female CBZ C2,Female CBZ C3,Female CBZ L1,Female CBZ L2,Female CBZ  L3,Female CBZ H1,Female CBZ H2,Female CBZ H3
A_15_P509412,0,0,0,1,1,1,1,1,1
A_15_P509417,0,0,0,1,1,1,1,1,1
A_15_P509432,0,0,0,1,1,1,1,1,1
A_15_P509437,0,0,0,1,1,1,1,1,1
A_15_P509447,0,0,0,1,1,1,1,1,1
A_15_P509452,0,0,0,1,1,1,1,1,1
A_15_P509477,0,0,0,1,1,1,1,1,1
A_15_P509482,0,0,0,1,1,1,1,1,1
A_15_P509502,0,0,0,1,1,1,1,1,1
A_15_P509537,0,0,0,1,1,1,1,1,1
A_15_P509552,0,0,0,1,1,1,1,1,1
A_15_P509577,0,0,0,1,1,1,1,1,1
A_15_P509602,0,0,0,1,1,1,1,1,1
A_15_P509612,0,0,0,1,1,1,1,1,1
A_15_P509627,0,0,0,1,1,1,1,1,1
A_15_P509632,0,0,0,1,1,1,1,1,1
A_15_P509637,0,0,0,1,1,1,1,1,1
A_15_P509662,0,0,0,1,1,1,1,1,1
A_15_P509677,0,0,0,1,1,1,1,1,1
A_15_P509687,0,0,0,1,1,1,1,1,1
A_15_P509702,0,0,0,1,1,1,1,1,1
A_15_P509712,0,0,0,1,1,1,1,1,1
A_15_P509717,0,0,0,1,1,1,1,1,1
A_15_P509727,0,0,0,1,1,1,1,1,1
A_15_P509732,0,0,0,1,1,1,1,1,1
A_15_P509747,0,0,0,1,1,1,1,1,1
A_15_P509762,0,0,0,1,1,1,1,1,1
A_15_P509837,0,0,0,1,1,1,1,1,1
A_15_P509857,0,0,0,1,1,1,1,1,1
A_15_P509867,0,0,0,1,1,1,1,1,1
A_15_P509872,0,0,0,1,1,1,1,1,1
A_15_P509882,0,0,0,1,1,1,1,1,1
A_15_P509927,0,0,0,1,1,1,1,1,1
A_15_P509952,0,0,0,1,1,1,1,1,1
A_15_P509957,0,0,0,1,1,1,1,1,1
A_15_P509977,0,0,0,1,1,1,1,1,1
A_15_P509987,0,0,0,1,1,1,1,1,1
A_15_P510029,0,0,0,1,1,1,1,1,1
A_15_P510047,0,0,0,1,1,1,1,1,1
A_15_P510052,0,0,0,1,1,1,1,1,1
A_15_P510057,0,0,0,1,1,1,1,1,1
A_15_P510112,0,0,0,1,1,1,1,1,1
A_15_P510122,0,0,0,1,1,1,1,1,1
A_15_P510147,0,0,0,1,1,1,1,1,1
A_15_P510162,0,0,0,1,1,1,1,1,1
A_15_P510192,0,0,0,1,1,1,1,1,1
A_15_P510212,0,0,0,1,1,1,1,1,1
A_15_P510237,0,0,0,1,1,1,1,1,1
A_15_P510262,0,0,0,1,1,1,1,1,1
A_15_P510287,0,0,0,1,1,1,1,1,1
A_15_P510292,0,0,0,1,1,1,1,1,1
A_15_P510307,0,0,0,1,1,1,1,1,1
A_15_P510337,0,0,0,1,1,1,1,1,1
A_15_P510377,0,0,0,1,1,1,1,1,1
A_15_P510382,0,0,0,1,1,1,1,1,1
A_15_P510397,0,0,0,1,1,1,1,1,1
A_15_P510407,0,0,0,1,1,1,1,1,1
A_15_P510417,0,0,0,1,1,1,1,1,1
A_15_P510437,0,0,0,1,1,1,1,1,1
A_15_P510452,0,0,0,1,1,1,1,1,1
A_15_P510462,0,0,0,1,1,1,1,1,1
A_15_P510487,0,0,0,1,1,1,1,1,1
A_15_P510492,0,0,0,1,1,1,1,1,1
A_15_P510502,0,0,0,1,1,1,1,1,1
A_15_P510507,0,0,0,1,1,1,1,1,1
A_15_P510512,0,0,0,1,1,1,1,1,1
A_15_P510527,0,0,0,1,1,1,1,1,1
A_15_P510572,0,0,0,1,1,1,1,1,1
A_15_P510577,0,0,0,1,1,1,1,1,1
A_15_P510612,0,0,0,1,1,1,1,1,1
A_15_P510617,0,0,0,1,1,1,1,1,1
A_15_P510642,0,0,0,1,1,1,1,1,1
A_15_P510652,0,0,0,1,1,1,1,1,1
A_15_P510667,0,0,0,1,1,1,1,1,1
A_15_P510687,0,0,0,1,1,1,1,1,1
A_15_P510742,0,0,0,1,1,1,1,1,1
A_15_P510792,0,0,0,1,1,1,1,1,1
A_15_P510797,0,0,0,1,1,1,1,1,1
A_15_P510802,0,0,0,1,1,1,1,1,1
A_15_P510877,0,0,0,1,1,1,1,1,1
A_15_P510887,0,0,0,1,1,1,1,1,1
A_15_P510892,0,0,0,1,1,1,1,1,1
A_15_P510902,0,0,0,1,1,1,1,1,1
A_15_P510922,0,0,0,1,1,1,1,1,1
A_15_P510927,0,0,0,1,1,1,1,1,1
A_15_P510932,0,0,0,1,1,1,1,1,1
A_15_P510937,0,0,0,1,1,1,1,1,1
A_15_P510947,0,0,0,1,1,1,1,1,1
A_15_P510962,0,0,0,1,1,1,1,1,1
A_15_P510977,0,0,0,1,1,1,1,1,1
A_15_P510987,0,0,0,1,1,1,1,1,1
A_15_P511042,0,0,0,1,1,1,1,1,1
A_15_P511062,0,0,0,1,1,1,1,1,1
A_15_P511077,0,0,0,1,1,1,1,1,1
A_15_P511087,0,0,0,1,1,1,1,1,1
A_15_P511092,0,0,0,1,1,1,1,1,1
A_15_P511102,0,0,0,1,1,1,1,1,1
A_15_P511137,0,0,0,1,1,1,1,1,1
A_15_P511147,0,0,0,1,1,1,1,1,1
A_15_P511187,0,0,0,1,1,1,1,1,1
A_15_P511202,0,0,0,1,1,1,1,1,1
A_15_P511212,0,0,0,1,1,1,1,1,1
A_15_P511237,0,0,0,1,1,1,1,1,1
A_15_P511242,0,0,0,1,1,1,1,1,1
A_15_P511267,0,0,0,1,1,1,1,1,1
A_15_P511277,0,0,0,1,1,1,1,1,1
A_15_P511317,0,0,0,1,1,1,1,1,1
A_15_P511322,0,0,0,1,1,1,1,1,1
A_15_P511347,0,0,0,1,1,1,1,1,1
A_15_P511367,0,0,0,1,1,1,1,1,1
A_15_P511397,0,0,0,1,1,1,1,1,1
A_15_P511457,0,0,0,1,1,1,1,1,1
A_15_P511462,0,0,0,1,1,1,1,1,1
A_15_P511477,0,0,0,1,1,1,1,1,1
A_15_P511482,0,0,0,1,1,1,1,1,1
A_15_P511502,0,0,0,1,1,1,1,1,1
A_15_P511527,0,0,0,1,1,1,1,1,1
A_15_P511532,0,0,0,1,1,1,1,1,1
A_15_P511542,0,0,0,1,1,1,1,1,1
A_15_P511592,0,0,0,1,1,1,1,1,1
A_15_P511622,0,0,0,1,1,1,1,1,1
A_15_P511642,0,0,0,1,1,1,1,1,1
A_15_P511667,0,0,0,1,1,1,1,1,1
A_15_P511697,0,0,0,1,1,1,1,1,1
A_15_P511717,0,0,0,1,1,1,1,1,1
A_15_P511727,0,0,0,1,1,1,1,1,1
A_15_P511817,0,0,0,1,1,1,1,1,1
A_15_P511822,0,0,0,1,1,1,1,1,1
A_15_P511842,0,0,0,1,1,1,1,1,1
A_15_P511867,0,0,0,1,1,1,1,1,1
A_15_P511872,0,0,0,1,1,1,1,1,1
A_15_P511917,0,0,0,1,1,1,1,1,1
A_15_P511927,0,0,0,1,1,1,1,1,1
A_15_P511942,0,0,0,1,1,1,1,1,1
A_15_P511947,0,0,0,1,1,1,1,1,1
A_15_P511952,0,0,0,1,1,1,1,1,1
A_15_P511977,0,0,0,1,1,1,1,1,1
A_15_P512012,0,0,0,1,1,1,1,1,1
A_15_P512022,0,0,0,1,1,1,1,1,1
A_15_P512047,0,0,0,1,1,1,1,1,1
A_15_P512062,0,0,0,1,1,1,1,1,1
A_15_P512147,0,0,0,1,1,1,1,1,1
A_15_P512157,0,0,0,1,1,1,1,1,1
A_15_P512162,0,0,0,1,1,1,1,1,1
A_15_P512177,0,0,0,1,1,1,1,1,1
A_15_P512232,0,0,0,1,1,1,1,1,1
A_15_P512237,0,0,0,1,1,1,1,1,1
A_15_P512252,0,0,0,1,1,1,1,1,1
A_15_P512302,0,0,0,1,1,1,1,1,1
A_15_P512327,0,0,0,1,1,1,1,1,1
A_15_P512352,0,0,0,1,1,1,1,1,1
A_15_P512377,0,0,0,1,1,1,1,1,1
A_15_P512412,0,0,0,1,1,1,1,1,1
A_15_P512442,0,0,0,1,1,1,1,1,1
A_15_P512452,0,0,0,1,1,1,1,1,1
A_15_P512477,0,0,0,1,1,1,1,1,1
A_15_P512482,0,0,0,1,1,1,1,1,1
A_15_P512527,0,0,0,1,1,1,1,1,1
A_15_P512542,0,0,0,1,1,1,1,1,1
A_15_P512617,0,0,0,1,1,1,1,1,1
A_15_P512627,0,0,0,1,1,1,1,1,1
A_15_P512657,0,0,0,1,1,1,1,1,1
A_15_P512702,0,0,0,1,1,1,1,1,1
A_15_P512717,0,0,0,1,1,1,1,1,1
A_15_P512772,0,0,0,1,1,1,1,1,1
A_15_P512787,0,0,0,1,1,1,1,1,1
A_15_P512792,0,0,0,1,1,1,1,1,1
A_15_P512812,0,0,0,1,1,1,1,1,1
A_15_P512832,0,0,0,1,1,1,1,1,1
A_15_P512872,0,0,0,1,1,1,1,1,1
A_15_P512882,0,0,0,1,1,1,1,1,1
A_15_P512887,0,0,0,1,1,1,1,1,1
A_15_P512892,0,0,0,1,1,1,1,1,1
A_15_P512907,0,0,0,1,1,1,1,1,1
A_15_P512937,0,0,0,1,1,1,1,1,1
A_15_P512952,0,0,0,1,1,1,1,1,1
A_15_P512962,0,0,0,1,1,1,1,1,1
A_15_P512977,0,0,0,1,1,1,1,1,1
A_15_P512997,0,0,0,1,1,1,1,1,1
A_15_P513027,0,0,0,1,1,1,1,1,1
A_15_P513037,0,0,0,1,1,1,1,1,1
A_15_P513142,0,0,0,1,1,1,1,1,1
A_15_P513152,0,0,0,1,1,1,1,1,1
A_15_P513187,0,0,0,1,1,1,1,1,1
A_15_P513222,0,0,0,1,1,1,1,1,1
A_15_P513227,0,0,0,1,1,1,1,1,1
A_15_P513247,0,0,0,1,1,1,1,1,1
A_15_P513292,0,0,0,1,1,1,1,1,1
A_15_P513312,0,0,0,1,1,1,1,1,1
A_15_P513322,0,0,0,1,1,1,1,1,1
A_15_P513362,0,0,0,1,1,1,1,1,1
A_15_P513387,0,0,0,1,1,1,1,1,1
A_15_P513397,0,0,0,1,1,1,1,1,1
A_15_P513432,0,0,0,1,1,1,1,1,1
A_15_P513477,0,0,0,1,1,1,1,1,1
A_15_P513482,0,0,0,1,1,1,1,1,1
A_15_P513502,0,0,0,1,1,1,1,1,1
A_15_P513517,0,0,0,1,1,1,1,1,1
A_15_P513532,0,0,0,1,1,1,1,1,1
A_15_P513547,0,0,0,1,1,1,1,1,1
A_15_P513552,0,0,0,1,1,1,1,1,1
A_15_P513567,0,0,0,1,1,1,1,1,1
A_15_P513582,0,0,0,1,1,1,1,1,1
A_15_P513587,0,0,0,1,1,1,1,1,1
A_15_P513612,0,0,0,1,1,1,1,1,1
A_15_P513617,0,0,0,1,1,1,1,1,1
A_15_P513647,0,0,0,1,1,1,1,1,1
A_15_P513652,0,0,0,1,1,1,1,1,1
A_15_P513667,0,0,0,1,1,1,1,1,1
A_15_P513687,0,0,0,1,1,1,1,1,1
A_15_P513707,0,0,0,1,1,1,1,1,1
A_15_P513727,0,0,0,1,1,1,1,1,1
A_15_P513737,0,0,0,1,1,1,1,1,1
A_15_P513743,0,0,0,1,1,1,1,1,1
A_15_P513757,0,0,0,1,1,1,1,1,1
A_15_P513812,0,0,0,1,1,1,1,1,1
A_15_P513882,0,0,0,1,1,1,1,1,1
A_15_P513892,0,0,0,1,1,1,1,1,1
A_15_P513897,0,0,0,1,1,1,1,1,1
A_15_P513912,0,0,0,1,1,1,1,1,1
A_15_P513927,0,0,0,1,1,1,1,1,1
A_15_P513967,0,0,0,1,1,1,1,1,1
A_15_P513977,0,0,0,1,1,1,1,1,1
A_15_P513982,0,0,0,1,1,1,1,1,1
A_15_P514007,0,0,0,1,1,1,1,1,1
A_15_P514017,0,0,0,1,1,1,1,1,1
A_15_P514027,0,0,0,1,1,1,1,1,1
A_15_P514032,0,0,0,1,1,1,1,1,1
A_15_P514042,0,0,0,1,1,1,1,1,1
A_15_P514047,0,0,0,1,1,1,1,1,1
A_15_P514057,0,0,0,1,1,1,1,1,1
A_15_P514062,0,0,0,1,1,1,1,1,1
A_15_P514072,0,0,0,1,1,1,1,1,1
A_15_P514097,0,0,0,1,1,1,1,1,1
A_15_P514112,0,0,0,1,1,1,1,1,1
A_15_P514142,0,0,0,1,1,1,1,1,1
A_15_P514147,0,0,0,1,1,1,1,1,1
A_15_P514157,0,0,0,1,1,1,1,1,1
A_15_P514167,0,0,0,1,1,1,1,1,1
A_15_P514182,0,0,0,1,1,1,1,1,1
A_15_P514187,0,0,0,1,1,1,1,1,1
A_15_P514197,0,0,0,1,1,1,1,1,1
A_15_P514202,0,0,0,1,1,1,1,1,1
A_15_P514212,0,0,0,1,1,1,1,1,1
A_15_P514232,0,0,0,1,1,1,1,1,1
A_15_P514302,0,0,0,1,1,1,1,1,1
A_15_P514312,0,0,0,1,1,1,1,1,1
A_15_P514352,0,0,0,1,1,1,1,1,1
A_15_P514377,0,0,0,1,1,1,1,1,1
A_15_P514387,0,0,0,1,1,1,1,1,1
A_15_P514397,0,0,0,1,1,1,1,1,1
A_15_P514412,0,0,0,1,1,1,1,1,1
A_15_P514422,0,0,0,1,1,1,1,1,1
A_15_P514447,0,0,0,1,1,1,1,1,1
A_15_P514527,0,0,0,1,1,1,1,1,1
A_15_P514567,0,0,0,1,1,1,1,1,1
A_15_P514577,0,0,0,1,1,1,1,1,1
A_15_P514582,0,0,0,1,1,1,1,1,1
A_15_P514587,0,0,0,1,1,1,1,1,1
A_15_P514602,0,0,0,1,1,1,1,1,1
A_15_P514632,0,0,0,1,1,1,1,1,1
A_15_P514637,0,0,0,1,1,1,1,1,1
A_15_P514662,0,0,0,1,1,1,1,1,1
A_15_P514712,0,0,0,1,1,1,1,1,1
A_15_P514797,0,0,0,1,1,1,1,1,1
A_15_P514802,0,0,0,1,1,1,1,1,1
A_15_P514812,0,0,0,1,1,1,1,1,1
A_15_P514827,0,0,0,1,1,1,1,1,1
A_15_P514857,0,0,0,1,1,1,1,1,1
A_15_P514867,0,0,0,1,1,1,1,1,1
A_15_P514942,0,0,0,1,1,1,1,1,1
A_15_P514952,0,0,0,1,1,1,1,1,1
A_15_P514972,0,0,0,1,1,1,1,1,1
A_15_P514977,0,0,0,1,1,1,1,1,1
A_15_P514997,0,0,0,1,1,1,1,1,1
A_15_P515042,0,0,0,1,1,1,1,1,1
A_15_P515052,0,0,0,1,1,1,1,1,1
A_15_P515062,0,0,0,1,1,1,1,1,1
A_15_P515067,0,0,0,1,1,1,1,1,1
A_15_P515072,0,0,0,1,1,1,1,1,1
A_15_P515087,0,0,0,1,1,1,1,1,1
A_15_P515097,0,0,0,1,1,1,1,1,1
A_15_P515107,0,0,0,1,1,1,1,1,1
A_15_P515117,0,0,0,1,1,1,1,1,1
A_15_P515122,0,0,0,1,1,1,1,1,1
A_15_P515142,0,0,0,1,1,1,1,1,1
A_15_P515212,0,0,0,1,1,1,1,1,1
A_15_P515227,0,0,0,1,1,1,1,1,1
A_15_P515242,0,0,0,1,1,1,1,1,1
A_15_P515247,0,0,0,1,1,1,1,1,1
A_15_P515257,0,0,0,1,1,1,1,1,1
A_15_P515262,0,0,0,1,1,1,1,1,1
A_15_P515302,0,0,0,1,1,1,1,1,1
A_15_P515312,0,0,0,1,1,1,1,1,1
A_15_P515327,0,0,0,1,1,1,1,1,1
A_15_P515337,0,0,0,1,1,1,1,1,1
A_15_P515362,0,0,0,1,1,1,1,1,1
A_15_P515372,0,0,0,1,1,1,1,1,1
A_15_P515382,0,0,0,1,1,1,1,1,1
A_15_P515407,0,0,0,1,1,1,1,1,1
A_15_P515427,0,0,0,1,1,1,1,1,1
A_15_P515437,0,0,0,1,1,1,1,1,1
A_15_P515467,0,0,0,1,1,1,1,1,1
A_15_P515502,0,0,0,1,1,1,1,1,1
A_15_P515532,0,0,0,1,1,1,1,1,1
A_15_P515542,0,0,0,1,1,1,1,1,1
A_15_P515652,0,0,0,1,1,1,1,1,1
A_15_P515667,0,0,0,1,1,1,1,1,1
A_15_P515682,0,0,0,1,1,1,1,1,1
A_15_P515692,0,0,0,1,1,1,1,1,1
A_15_P515702,0,0,0,1,1,1,1,1,1
A_15_P515712,0,0,0,1,1,1,1,1,1
A_15_P515747,0,0,0,1,1,1,1,1,1
A_15_P515767,0,0,0,1,1,1,1,1,1
A_15_P515782,0,0,0,1,1,1,1,1,1
A_15_P515797,0,0,0,1,1,1,1,1,1
A_15_P515807,0,0,0,1,1,1,1,1,1
A_15_P515832,0,0,0,1,1,1,1,1,1
A_15_P515837,0,0,0,1,1,1,1,1,1
A_15_P515852,0,0,0,1,1,1,1,1,1
A_15_P515857,0,0,0,1,1,1,1,1,1
A_15_P515862,0,0,0,1,1,1,1,1,1
A_15_P515867,0,0,0,1,1,1,1,1,1
A_15_P515902,0,0,0,1,1,1,1,1,1
A_15_P515917,0,0,0,1,1,1,1,1,1
A_15_P515927,0,0,0,1,1,1,1,1,1
A_15_P515952,0,0,0,1,1,1,1,1,1
A_15_P515982,0,0,0,1,1,1,1,1,1
A_15_P515987,0,0,0,1,1,1,1,1,1
A_15_P515997,0,0,0,1,1,1,1,1,1
A_15_P516007,0,0,0,1,1,1,1,1,1
A_15_P516022,0,0,0,1,1,1,1,1,1
A_15_P516037,0,0,0,1,1,1,1,1,1
A_15_P516062,0,0,0,1,1,1,1,1,1
A_15_P516082,0,0,0,1,1,1,1,1,1
A_15_P516112,0,0,0,1,1,1,1,1,1
A_15_P516117,0,0,0,1,1,1,1,1,1
A_15_P516127,0,0,0,1,1,1,1,1,1
A_15_P516132,0,0,0,1,1,1,1,1,1
A_15_P516137,0,0,0,1,1,1,1,1,1
A_15_P516152,0,0,0,1,1,1,1,1,1
A_15_P516162,0,0,0,1,1,1,1,1,1
A_15_P516182,0,0,0,1,1,1,1,1,1
A_15_P516262,0,0,0,1,1,1,1,1,1
A_15_P516277,0,0,0,1,1,1,1,1,1
A_15_P516292,0,0,0,1,1,1,1,1,1
A_15_P516297,0,0,0,1,1,1,1,1,1
A_15_P516302,0,0,0,1,1,1,1,1,1
A_15_P516352,0,0,0,1,1,1,1,1,1
A_15_P516372,0,0,0,1,1,1,1,1,1
A_15_P516377,0,0,0,1,1,1,1,1,1
A_15_P516412,0,0,0,1,1,1,1,1,1
A_15_P516427,0,0,0,1,1,1,1,1,1
A_15_P516432,0,0,0,1,1,1,1,1,1
A_15_P516447,0,0,0,1,1,1,1,1,1
A_15_P516522,0,0,0,1,1,1,1,1,1
A_15_P516532,0,0,0,1,1,1,1,1,1
A_15_P516537,0,0,0,1,1,1,1,1,1
A_15_P516547,0,0,0,1,1,1,1,1,1
A_15_P516567,0,0,0,1,1,1,1,1,1
A_15_P516592,0,0,0,1,1,1,1,1,1
A_15_P516602,0,0,0,1,1,1,1,1,1
A_15_P516617,0,0,0,1,1,1,1,1,1
A_15_P516632,0,0,0,1,1,1,1,1,1
A_15_P516652,0,0,0,1,1,1,1,1,1
A_15_P516667,0,0,0,1,1,1,1,1,1
A_15_P516677,0,0,0,1,1,1,1,1,1
A_15_P516697,0,0,0,1,1,1,1,1,1
A_15_P516712,0,0,0,1,1,1,1,1,1
A_15_P516722,0,0,0,1,1,1,1,1,1
A_15_P516732,0,0,0,1,1,1,1,1,1
A_15_P516762,0,0,0,1,1,1,1,1,1
A_15_P516782,0,0,0,1,1,1,1,1,1
A_15_P516787,0,0,0,1,1,1,1,1,1
A_15_P516837,0,0,0,1,1,1,1,1,1
A_15_P516862,0,0,0,1,1,1,1,1,1
A_15_P516877,0,0,0,1,1,1,1,1,1
A_15_P516882,0,0,0,1,1,1,1,1,1
A_15_P516907,0,0,0,1,1,1,1,1,1
A_15_P516912,0,0,0,1,1,1,1,1,1
A_15_P516932,0,0,0,1,1,1,1,1,1
A_15_P516942,0,0,0,1,1,1,1,1,1
A_15_P516947,0,0,0,1,1,1,1,1,1
A_15_P516962,0,0,0,1,1,1,1,1,1
A_15_P516977,0,0,0,1,1,1,1,1,1
A_15_P516987,0,0,0,1,1,1,1,1,1
A_15_P517007,0,0,0,1,1,1,1,1,1
A_15_P517012,0,0,0,1,1,1,1,1,1
A_15_P517047,0,0,0,1,1,1,1,1,1
A_15_P517057,0,0,0,1,1,1,1,1,1
A_15_P517072,0,0,0,1,1,1,1,1,1
A_15_P517077,0,0,0,1,1,1,1,1,1
A_15_P517117,0,0,0,1,1,1,1,1,1
A_15_P517122,0,0,0,1,1,1,1,1,1
A_15_P517137,0,0,0,1,1,1,1,1,1
A_15_P517142,0,0,0,1,1,1,1,1,1
A_15_P517147,0,0,0,1,1,1,1,1,1
A_15_P517152,0,0,0,1,1,1,1,1,1
A_15_P517167,0,0,0,1,1,1,1,1,1
A_15_P517177,0,0,0,1,1,1,1,1,1
A_15_P517192,0,0,0,1,1,1,1,1,1
A_15_P517227,0,0,0,1,1,1,1,1,1
A_15_P517257,0,0,0,1,1,1,1,1,1
A_15_P517267,0,0,0,1,1,1,1,1,1
A_15_P517297,0,0,0,1,1,1,1,1,1
A_15_P517342,0,0,0,1,1,1,1,1,1
A_15_P517347,0,0,0,1,1,1,1,1,1
A_15_P517352,0,0,0,1,1,1,1,1,1
A_15_P517377,0,0,0,1,1,1,1,1,1
A_15_P517392,0,0,0,1,1,1,1,1,1
A_15_P517397,0,0,0,1,1,1,1,1,1
A_15_P517417,0,0,0,1,1,1,1,1,1
A_15_P517422,0,0,0,1,1,1,1,1,1
A_15_P517462,0,0,0,1,1,1,1,1,1
A_15_P517492,0,0,0,1,1,1,1,1,1
A_15_P517497,0,0,0,1,1,1,1,1,1
A_15_P517522,0,0,0,1,1,1,1,1,1
A_15_P517577,0,0,0,1,1,1,1,1,1
A_15_P517587,0,0,0,1,1,1,1,1,1
A_15_P517597,0,0,0,1,1,1,1,1,1
A_15_P517622,0,0,0,1,1,1,1,1,1
A_15_P517632,0,0,0,1,1,1,1,1,1
A_15_P517642,0,0,0,1,1,1,1,1,1
A_15_P517652,0,0,0,1,1,1,1,1,1
A_15_P517727,0,0,0,1,1,1,1,1,1
A_15_P517732,0,0,0,1,1,1,1,1,1
A_15_P517737,0,0,0,1,1,1,1,1,1
A_15_P517742,0,0,0,1,1,1,1,1,1
A_15_P517782,0,0,0,1,1,1,1,1,1
A_15_P517802,0,0,0,1,1,1,1,1,1
A_15_P517807,0,0,0,1,1,1,1,1,1
A_15_P517887,0,0,0,1,1,1,1,1,1
A_15_P517892,0,0,0,1,1,1,1,1,1
A_15_P517902,0,0,0,1,1,1,1,1,1
A_15_P517917,0,0,0,1,1,1,1,1,1
A_15_P517922,0,0,0,1,1,1,1,1,1
A_15_P517932,0,0,0,1,1,1,1,1,1
A_15_P517967,0,0,0,1,1,1,1,1,1
A_15_P517977,0,0,0,1,1,1,1,1,1
A_15_P517982,0,0,0,1,1,1,1,1,1
A_15_P518042,0,0,0,1,1,1,1,1,1
A_15_P518047,0,0,0,1,1,1,1,1,1
A_15_P518057,0,0,0,1,1,1,1,1,1
A_15_P518072,0,0,0,1,1,1,1,1,1
A_15_P518087,0,0,0,1,1,1,1,1,1
A_15_P518117,0,0,0,1,1,1,1,1,1
A_15_P518122,0,0,0,1,1,1,1,1,1
A_15_P518137,0,0,0,1,1,1,1,1,1
A_15_P518152,0,0,0,1,1,1,1,1,1
A_15_P518187,0,0,0,1,1,1,1,1,1
A_15_P518212,0,0,0,1,1,1,1,1,1
A_15_P518227,0,0,0,1,1,1,1,1,1
A_15_P518232,0,0,0,1,1,1,1,1,1
A_15_P518242,0,0,0,1,1,1,1,1,1
A_15_P518252,0,0,0,1,1,1,1,1,1
A_15_P518272,0,0,0,1,1,1,1,1,1
A_15_P518287,0,0,0,1,1,1,1,1,1
A_15_P518352,0,0,0,1,1,1,1,1,1
A_15_P518357,0,0,0,1,1,1,1,1,1
A_15_P518372,0,0,0,1,1,1,1,1,1
A_15_P518392,0,0,0,1,1,1,1,1,1
A_15_P518407,0,0,0,1,1,1,1,1,1
A_15_P518412,0,0,0,1,1,1,1,1,1
A_15_P518417,0,0,0,1,1,1,1,1,1
A_15_P518482,0,0,0,1,1,1,1,1,1
A_15_P518487,0,0,0,1,1,1,1,1,1
A_15_P518502,0,0,0,1,1,1,1,1,1
A_15_P518547,0,0,0,1,1,1,1,1,1
A_15_P518562,0,0,0,1,1,1,1,1,1
A_15_P518592,0,0,0,1,1,1,1,1,1
A_15_P518597,0,0,0,1,1,1,1,1,1
A_15_P518607,0,0,0,1,1,1,1,1,1
A_15_P518612,0,0,0,1,1,1,1,1,1
A_15_P518622,0,0,0,1,1,1,1,1,1
A_15_P518672,0,0,0,1,1,1,1,1,1
A_15_P518727,0,0,0,1,1,1,1,1,1
A_15_P518732,0,0,0,1,1,1,1,1,1
A_15_P518762,0,0,0,1,1,1,1,1,1
A_15_P518782,0,0,0,1,1,1,1,1,1
A_15_P518807,0,0,0,1,1,1,1,1,1
A_15_P518847,0,0,0,1,1,1,1,1,1
A_15_P518867,0,0,0,1,1,1,1,1,1
A_15_P518877,0,0,0,1,1,1,1,1,1
A_15_P518892,0,0,0,1,1,1,1,1,1
A_15_P518897,0,0,0,1,1,1,1,1,1
A_15_P518907,0,0,0,1,1,1,1,1,1
A_15_P518912,0,0,0,1,1,1,1,1,1
A_15_P518942,0,0,0,1,1,1,1,1,1
A_15_P518967,0,0,0,1,1,1,1,1,1
A_15_P518972,0,0,0,1,1,1,1,1,1
A_15_P518997,0,0,0,1,1,1,1,1,1
A_15_P519002,0,0,0,1,1,1,1,1,1
A_15_P519012,0,0,0,1,1,1,1,1,1
A_15_P519047,0,0,0,1,1,1,1,1,1
A_15_P519052,0,0,0,1,1,1,1,1,1
A_15_P519057,0,0,0,1,1,1,1,1,1
A_15_P519077,0,0,0,1,1,1,1,1,1
A_15_P519087,0,0,0,1,1,1,1,1,1
A_15_P519092,0,0,0,1,1,1,1,1,1
A_15_P519097,0,0,0,1,1,1,1,1,1
A_15_P519132,0,0,0,1,1,1,1,1,1
A_15_P519147,0,0,0,1,1,1,1,1,1
A_15_P519152,0,0,0,1,1,1,1,1,1
A_15_P519157,0,0,0,1,1,1,1,1,1
A_15_P519167,0,0,0,1,1,1,1,1,1
A_15_P519192,0,0,0,1,1,1,1,1,1
A_15_P519222,0,0,0,1,1,1,1,1,1
A_15_P519232,0,0,0,1,1,1,1,1,1
A_15_P519257,0,0,0,1,1,1,1,1,1
A_15_P519267,0,0,0,1,1,1,1,1,1
A_15_P519287,0,0,0,1,1,1,1,1,1
A_15_P519292,0,0,0,1,1,1,1,1,1
A_15_P519307,0,0,0,1,1,1,1,1,1
A_15_P519312,0,0,0,1,1,1,1,1,1
A_15_P519322,0,0,0,1,1,1,1,1,1
A_15_P519357,0,0,0,1,1,1,1,1,1
A_15_P519367,0,0,0,1,1,1,1,1,1
A_15_P519377,0,0,0,1,1,1,1,1,1
A_15_P519387,0,0,0,1,1,1,1,1,1
A_15_P519392,0,0,0,1,1,1,1,1,1
A_15_P519397,0,0,0,1,1,1,1,1,1
A_15_P519407,0,0,0,1,1,1,1,1,1
A_15_P519412,0,0,0,1,1,1,1,1,1
A_15_P519417,0,0,0,1,1,1,1,1,1
A_15_P519427,0,0,0,1,1,1,1,1,1
A_15_P519452,0,0,0,1,1,1,1,1,1
A_15_P519477,0,0,0,1,1,1,1,1,1
A_15_P519492,0,0,0,1,1,1,1,1,1
A_15_P519497,0,0,0,1,1,1,1,1,1
A_15_P519512,0,0,0,1,1,1,1,1,1
A_15_P519517,0,0,0,1,1,1,1,1,1
A_15_P519522,0,0,0,1,1,1,1,1,1
A_15_P519527,0,0,0,1,1,1,1,1,1
A_15_P519537,0,0,0,1,1,1,1,1,1
A_15_P519542,0,0,0,1,1,1,1,1,1
